,class,conversation
2606,일반 대화,고령화는 계속 진행되는데 말이야청년들이 살기 힘들긴 해
2607,일반 대화,"어디를 갈까, 뭐 할까 이런 거에서?응 맞아 사소하게 뭘 먹을까에도 많이 싸우는 것 같아"
2608,일반 대화,인정 ㅋㅋ 김치와 대패삼겹살이 들어간 볶음밥은 맛없을 수 없는 조합이지근데 약간 달았어
2609,일반 대화,어어 맞어 그래서 의미없어...개수 몇개남았는지는...쉴때는 좀 쉬어라.../안쉬고 돈으로 받는거 진짜 이해 불가야 내기준 ㅜ
2610,일반 대화,픽토그램 너무 센스있었어맞아 특유의 일본 감성이 잘 드러나면서 귀여웠어
2611,일반 대화,일본이 후쿠시마 원전에서 나온 초고농도 오염수를 바다에 버리겠다했대.정말? 큰일 아니야?
2612,일반 대화,저녁엔 어제먹고남은 김치찜과 오징어순대먹을거양ㅋㅋ 오징어순대 집에사 막아도 그맛이더나?
2613,일반 대화,"공휴일이 10,4/11일이지 월요일맞어 꿀이다 진짜 다음달 하하"
2614,일반 대화,그 균이 계란껍질에 많구나...ㅠㅠ...그 균 검사 건수도 엄청 늘었다더라고...
2615,일반 대화,넌 어떤 계절이 제일 좋아? 나는 겨울나는 가을이 좋긴 좋은데 너무 짧아졌어
2616,일반 대화,혹시 지금 남자친구 있으세요?네 존재하기는 한 거 같더라구요 ㅋㅋ
2617,일반 대화,야 1년도 아니고 100일도 기념일로 치냐?니도 기념일 안 챙김?/100일은 다 챙기는 거야
2618,일반 대화,여튼 둘 다 노래 엄청 잘 부르더라너도 이제 나랑 같이 덕질 시작하는거야?^^
2619,일반 대화,얌 그래서 언제 결혼 할 꺼야?아직 생각 없는데 주변에서 자꾸 감
2620,일반 대화,새로 쇼핑몰 도전했다가 폭망 ㅋㅋㅋㅋ 그래서 원래 시키던 데서 사야 해 뭐 샀는데?
2621,일반 대화,근데 룸메네 반려동물은 애가 반항적이야낯설어서 그럴거야 ㅋㅋ/적응되면 안그러겠징 ㅋㅋ
2622,일반 대화,ㅋㅋ 맞아 어디 여행갈때나 사진찍을때는 커플티 입으면 예쁘게 나오겠다맞아 누가봐도 커플티 나니까
2623,일반 대화,이번 여름에 나 타봤는데 진짜 재미있더라.그거 타기 어렵지 않아?
2624,일반 대화,학원 다니기엔 좀 부끄럽기도 하고 비싸고그러고 보니 저스트 댄스라고 춤추는 게임 친구 집 가서 했는데 쉽고 운동 됐음 ㅋㅋ
2625,일반 대화,내일부턴 진짜 시간 맞춰서 먹는다...꾸준히 먹는게 제일 중요해 그래야 살이 빠지지
2626,일반 대화,"나는 클립으로만 봤는데, 재밌더라고 역시 하하하하 마자 그 속마음을 알 수 있어서 조아따"
2627,일반 대화,맞아... 진짜 그 맑고 투명한 피부 가지고 싶어시술 정도면 그래도 피부 좋아지더라
2628,일반 대화,맞아... 내가 진짜 꼭 해낸다 일년 안에 오백 받는다~!파이팅 넌 할 수 있어!
2629,일반 대화,방심하면 전쟁을 대비 못해.방심은 금물이지.
2630,일반 대화,친구가 갤럭시 워치4 샀길래 BMI 지수 측정해봤어.워치4로 BMI 지수도 측정할 수 있어?
2631,일반 대화,사진 찍어서 팔아도 돼? ㅎ응 안돼 하하 너 신고야
2632,일반 대화,대학원 같은데는 바로 못가죠?갈 수 있을껄요~?
2633,일반 대화,스마트폰은 비싸니까 당연히 그 정도 값어치를 해야해.아 가성비를 따졌을 때 블로투스 스피커?
2634,일반 대화,프로게이머들의 연봉이 엄청나더라탑급이면 어느정도 번대?
2635,일반 대화,냉탕 온탕 오가는 기분이야...이맘때쯤 간절기라 감기 잘 걸리니까 조심하고.../추워질때 대비해서 얼른 옷 꺼내놔
2636,일반 대화,친구들이랑 만나면 뭐하고 놀아?우리는 술 하는 친구들이 없어서 맨날 과자 파티 하고 있어 ㅋㅋ
2637,일반 대화,그래서 나갈 준비 다했는데 집에 그냥 있으려고... 너는 비슷한 경험 없었어?나는 택배거래에 주소 잘못 쓰셔서 옆집으로 간적은 있어ㅠㅠ
2638,일반 대화,세무느낌카니깐 내가 앞에 의자2개 저거사지마라했거즌/다른 의자 사라고/무조건한단다
2639,일반 대화,퇴근하고 다른 일 또 하는 거야?웅 다른 거 알바 하고 있는 거 있어 ㅠㅠ
2640,일반 대화,아예? 제주도에 가는거야?응 창업지원이랑 이런거 다 해주는거 같더라
2641,일반 대화,하하 추운 계절도 좋긴 한데 너무 추운 건 버티기 힘들어 ㅠㅠ너무 추우면 눈물 나긴 해 ㅋㅋ
2642,일반 대화,오늘공복무게잿닝 ㅋㅋ아맞다 오늘일어나자마바/비타민먹고 ㅋㅋ 까먹었어 ㅋㅋ/닌 했나
2643,일반 대화,넌 어디 안 가고 싶어?나도 당연히 가고 싶지 ㅠㅠ 근데 지금은 어딜 가든 위험해서 못 가겠어 ㅠㅠ
2644,일반 대화,나 신체 나이 항상 3살 많게 나온다 인바디하믄그래두 3살이면 괜찮은 거 아니야?/난 해 본 적 없지만 족히 30살은 더 많게 나올 듯 ㅋ
2645,일반 대화,오늘 주려고 아직 안줬어 하하집 가서 얼른 줘봐 ㅋㅋ/개들 습식사료에 환장해
2646,일반 대화,신 무기 도입이 된대.갑자기 군대 이야기야?
2647,일반 대화,수영이라니...풀빌라이런곳
2648,일반 대화,고마워  그럼 쌈밥을 먹어 볼까?응 괜찮다 그 대신 고기보다 채소를 더 많이 먹어야 해~
2649,일반 대화,"그래서 정부에서 유류세를 최대 폭으로 인하하기로 결정했대오, 좋은 소식이네. 어느 정도 인하 되는 거야?"
2650,일반 대화,그치? 나 엔터주 완전 미끄러졌잖아 ㅠㅠ나도 그래 ㅋㅋ 중국이 케이팝 어쩌고 할 때 바로 팔았는데도 ㅠㅠ
2651,일반 대화,오호 ㅋㅋ 정보 ㄳㄳ 그래야겠다 ㅋㅋㅋㅋ 지성이면 수분크림 많이 발라줘야겠다
2652,일반 대화,"아냐, 일하는척 해야하잖아ㅋㅋ 일하는척도 힘들어?"
2653,일반 대화,사람 나이로 몇 살이야?글쎄 병원에선 완전 노인이라 하더라
2654,일반 대화,그런가? 신고하면 엄청 귀찮아질 것 같아서 미뤘는데 ㅠㅠ지금 귀찮은 게 문제야?/너 돈 날려도 괜찮아?
2655,일반 대화,너네 오빠 결혼했다 그랬나?아니 아직 못했어
2656,일반 대화,어떤 부분?왜 그 거의 마지막에 재즈니스트가 다시 삶을 가질 수 있는 기회가 있었잖아!
2657,일반 대화,추천할만한 곳 3곳만 말해줄 수 있어?음... 교통편 좋은 곳 위주로 말하면 강릉 대구 부산!/음... 교통편 좋은 곳 위주로 말하면 강릉 대구 부산!
2658,일반 대화,가을이란 계절은 좋은데 모기가 많은 거 생각하면 싫어.가을모기는 더 독한 것 같아.
2659,일반 대화,응 그런 기름진느낌 없어 근데 성격이...성격이 왜?
2660,일반 대화,체지방량도 30%로 높게 나왔어.언니 운동 좀 해야겠다.
2661,일반 대화,누나 체지방 그거 검사해봄?아뉴 그거 해 봄?
2662,일반 대화,ㅋㅋ 근데 그거 사람들이 맛있다더라 진짜 맛있음?응 너무 맵지 않아서 많은 사람이 먹을 수 있어
2663,일반 대화,ㅋㅋ 난 또 당하고 ㅋㅋ 후 힘들다ㅋㅋ 이렇게 미용실 호갱 되는 거고~
2664,일반 대화,어제 반팔만 입고 나갔다가 감기 걸린 것 같아 ㅠㅠ헐... 요새 날씨 진짜 감기 잘 걸릴 날씨라 조심해야해ㅠㅠ
2665,일반 대화,왜 ! 문화생활 얼마나 재밌는데 ! 나중에 한번 데리고 가야겠네ㅋㅋ좋아! 재밌는 뮤지컬 있으면 데려가줘!/뮤지컬은 좋아해!
2666,일반 대화,"그렇지. 물론 색감도 내용도 훌륭한 명작이지!맞아. CG 촬영장 사진을 봤는데, 그런 상황에서 몰입해서 연기하는 배우들이 정말 신기하더라."
2667,일반 대화,유추해석 장난 없지.안 걸린 게 다행이다.
2668,일반 대화,뭐 이것도 사람마다 다르겠지만 ㅋㅋ그렇겠지? ㅋㅋ/근데 넌 진짜 동생이랑 잘 지내는 듯
2669,일반 대화,아까도 방송하더라 지금 방송 중일걸오 그렇구나
2670,일반 대화,"너는 머리카락 안 자르고 계속 길기만 하는거야?응 일년 전에 단발로 잘랐고, 그때부터 쭉 기르고 있어."
2671,일반 대화,잘했네그리고 바로 앞에 택시 있어서 택시탔지
2672,일반 대화,니트 한장 입는날씨가 제일조아가볍게 멋부리기
2673,일반 대화,이제 진짜 잘 가대박 역시 유산균의 힘인가?
2674,일반 대화,경주에 사람이 많아서 자동차도 너무 많았어.경주가 넓어서 차로 다니기가 좋을 거 같아.
2675,일반 대화,비오는날 따로 땡기는 음식은 있어?난 이상하게 비가 오면 음식보다는 소주가 땡기는 것 같아
2676,일반 대화,아 진짜 우리 애기들 건강했으면 좋겠다건강할 거야 좋은 주인을 만났잖아 하하
2677,일반 대화,토익들은 다 900점 넘어.그렇게나 점수가 높아?
2678,일반 대화,나도 네 경험담을 듣고 나니까 그렇게 생각이 된다우리 모두 가족의 소중함을 깨닫기를 바라
2679,일반 대화,하도 광고하니까 궁금하긴 한데 타기에는 좀 무섭긴 해 ㅠ시간이 좀 지나면 안전성이나 그런 부분이 해결되지않을까싶네~/우리 지금 배부른소리하고있는데 ㅋㅋ
2680,일반 대화,난걍달면 맛잇다응응 나도
2681,일반 대화,ㅋㅋ 야 요즘 시대에는 그런 거 1도 상관 없음 ㅋㅋ그렇긴 한 듯 ㅋㅋ/세상 많이 변했더라 ㅋㅋ 그 커플도 재밌던데
2682,일반 대화,음 나는 수박도 좋아하고 복숭아도 좋아하고 딸기 딸기를 제일 좋아하는 거 같애딸기 진짜 맛있지 근데 봄철에만 나와서 넘 아쉽지않아?
2683,일반 대화,우유빙수 먹고 싶어푸딩 꼭 올려줘야 하는 거 알지?
2684,일반 대화,? 불닭 먹은 거 기억 안 나나아 그거 한 번밖에 기억 안 나는데...?
2685,일반 대화,응응 ㅋㅋ 뭔가 진짜 빠져들게 만드는게 있어레이첼 맥아덤스도 나오잖아!
2686,일반 대화,ㅋㅋ 넌 연예인 하면 안되겠다ㅋㅋ 내가 왜 연예인을 하면 안되는데 ?
2687,일반 대화,헐 ㅋㅋ 완전 오픈 마인드...할머니가 ㅋㅋ 그냥 결혼이나 하래
2688,일반 대화,코 수술 너무 무섭잖아그래도 한번 하면 만족하지 않을까?
2689,일반 대화,넌 국내 여행이나 먼저 가자 좀 ㅠ그래 같이 어디라도 가자 ㅋㅋ
2690,일반 대화,월 10or15만원씩 2or3년 내면 내가 낸 원금+서울시가 원금+이자 주는데 왜 안 해월 십만원씩 내기가 지금은 빠듯해...
2691,일반 대화,나 완전 똥손이거덩!나도임 우리 친구하자
2692,일반 대화,김연경 선수 팬 됐어.나도 나도 올림픽 보고 팬 됐어.
2693,일반 대화,와 오늘 날씨 되게 좋다 ㅋㅋ응응 오늘 진짜 따뜻해 ㅋㅋ
2694,일반 대화,재밌으면 그럴지도재밌기도 있는데 감동적인 얘기가 많대
2695,일반 대화,개이득 !원래 클렌징오일써?
2696,일반 대화,다음에 너도 기회 있으면 초대 해 줄게~좋아~ 새집 된 기념으로 한턱 쏴!
2697,일반 대화,그래? 나 받고 왔는데 몸이 안 좋다더라...어디 병원에서 한 거야 검진?
2698,일반 대화,그거 아이유랑 여진구 나오는 드라마잖아!와 아이유 여진구면 믿고 보는 거 아니야?
2699,일반 대화,너가 원래 드라마 별로 안 좋아했나?보다가 질려서 안 보고 그러긴 하지 하하
2700,일반 대화,"응. 정말 많이 하지?응, 나는 그렇게 해본 적이 없어."
2701,일반 대화,응 거기 나오는 노래도 되게 좋으니까 꼭 봐봐알았어 하하 그것도 로맨스 영화야?
2702,일반 대화,"""김두식은 전데요"" 이랬다는 얘기.우와 정말 재밌는 얘기였어."
2703,일반 대화,청소하느라 현관문을 열어 놓은 사이 거기로 나간 것 같대큰일이다 이젠 날도 추워서 빨리 찾아야 할 텐데
2704,일반 대화,근데 필테는 기구 운동으로 거의 다 하는 거 아니야?마져/기구가 좋은 거 같은데 안 맞네 시간이
2705,일반 대화,"ㅋㅋ 헐 그 사장님이 지금 설마 그곳에 계셔,?맞아 맞아/거기 사장님이야 오거리 엔젤 사장님"
2706,일반 대화,다 반값 할인인가?근데 그거 실화야?/우리도 반값이야?
2707,일반 대화,어쨌든 돈 문제로 이런저런 이야기 하는 것도 귀찮아서 이게 더 나은듯맞아맞아
2708,일반 대화,갑자기 막 떨어지는뎅요새뭐 해외도 국내도
2709,일반 대화,범죄나 나쁜일에 가담되지 않는 가상세계 말이야.그런 메타버스면 얼마든지 환영이지
2710,일반 대화,부모 자식 간 외모가 닮으면 성격도 닮는다는 말 동의해?나는 별로 동의 못할 것 같아
2711,일반 대화,"왜? 시간이 많이 필요한 게임이야?낚시도 하고, 곤충도 잡고, 과일도 따고, 꽃밭도 가꾸고 해야할 일이 많아."
2712,일반 대화,오늘 뉴스에 논란 하나 있었어!오 뭐 하나 대박 터졌나 보네?
2713,일반 대화,얼만큼 자주 하고 싶은데?30분에 한 번은 하고싶어/매일 전화도 해야해
2714,일반 대화,"조금 지나면 적응될줄 알았는데 전혀,그치, 나도 진짜 매일매일이 너무 싫다"
2715,일반 대화,닭이 된 그 병아리는 어떻게 되었나요?집 베란다에서 키웠는데 알 낳을 때 되니 많이 울어서/어머님 공장 근처에서 키우게 했는데 몇년 살다가 몇년 전 아주 더운 여름에 죽었어요 .ㅠㅠ
2716,일반 대화,"너 백신 맞았어?나 일차까지! 모더나 맞았어/나 일차 맞았고 2차는 내일모레 맞음 ㅋㅋ 넌,/아니 나 아직 안 맞았어! 곧 맞아/1차 맞았지"
2717,일반 대화,아~ 쌍둥이인데 그래서 안 닮았구나.성격도 완전 달라.
2718,일반 대화,응 냄새가 너무 안빠져공기청정기 두는건 어때?
2719,일반 대화,참고로 싱어송이 더 비쌌어요ㅠㅠ싱어송이였으면 보러 안갔죠 제가ㅋㅋ
2720,일반 대화,밥 먹을때는 역시 킹덤이지그건 더 자극적이잖아 하하/뭐 또 새로운거 안나오나?
2721,일반 대화,샤브샤브 육수도 작은거 파네;ㅋㅋ 오 샤브샤브 육수도 따로 팔어? 롯데마트에서?
2722,일반 대화,오 진짜? 나도 엠씨더맥스 좋아하는데맞아. 오빠 좋아한다고 듣고 있었어.
2723,일반 대화,회사에서 따로 받는 교육 있어?아니 따로 받는 건 없고 나라 법정 의무교육... ㅋㅋ
2724,일반 대화,그 분 니가 좀 퇴근 시켜드려 ㅜㅜ그래서 난 내가 제일 먼저 가는 걸 택했어 ㅋㅋ
2725,일반 대화,응 맞아 ㅋㅋ 동기들도 다 지금 내 옆에 뻗어있어그래도 요즘은 동기들 하고만 생활관 같이 써서 좋지 않아?
2726,일반 대화,우리 집은 세탁기 돌리면 샤워기 물이 안 나와ㅠㅠ우리 집은 따뜻한 물이 잘 안 나오긴 해...
2727,일반 대화,기생수 그거?영화나온거 기생수인가
2728,일반 대화,난 오늘 마당에서 단감 땄어아 슬슬 단감 딸 때가 됐구먼 ㅋㅋ
2729,일반 대화,"너는 해외 여행 갈 때 자유 여행이 좋아, 패키지 여행이 좋아?음... 둘다 매력이 있어서 고민 되네."
2730,일반 대화,군대 행군하는거 본적 있어?응 예전에 본적 있는데 진짜 힘들어 보이더라
2731,일반 대화,계절을 향으로 느끼다니 낭만적이야나는 사계절을 향으로 구분할 수 있어
2732,일반 대화,어 이거 엄청 쎄 엄마가 먹는 거 훔쳐 먹어봤는데 식도 녹는 줄!ㅋㅋ 너 술 잘 먹었나?
